Plot,Location,Year,Rep,Block,Row,Col,DIISet,Female,FemaleGeno,Male,MaleGeno,Entry,Geno,Check?,Stand count,PlantHt,EarHt,Flavor,Tenderness,Husk,Tip,Width,Length,Pollen,Silk
1706,WMARS,2015,2,7,9,16,2,1,We01403,29,We11403,69,We01403 x We11403,,16,170,85,2,3,,,,,64,
1707,WMARS,2015,2,7,9,17,1,4,We03418a,40,Wu10803R,49,We03418a x Wu10803R,,22,170,75,3,2,,,,,60,
1708,WMARS,2015,2,7,9,18,1,38,Wu07812,22,We09415,58,Wu07812 x We09415,,22,160,65,1,3,,,,,60,
1709,WMARS,2015,2,7,9,19,3,37,Wu04819,35,We12401,115,Wu04819 x We12401,,14,150,65,2,3,,,,,62,
1710,WMARS,2015,2,7,9,20,1,4,We03418a,32,We11408,50,We03418a x We11408,,16,150,65,4,2,,,,,62,
1711,WMARS,2015,2,7,10,20,,,,,,40,Wu10803R,,9,105,35,,,,,,,70,
1712,WMARS,2015,2,7,10,19,,,,,,33,We11409,,8,120,45,2,4,,,,,67,
1713,WMARS,2015,2,7,10,18,,,,,,3,We02406,,14,120,40,4,4,,,,,67,
1714,WMARS,2015,2,7,10,17,,,,,,19,We08421a,,18,100,55,2,2,,,,,67,
1715,WMARS,2015,2,7,10,16,,,,,,17,We08413,,21,85,35,2,3,,,,,64,
1716,WMARS,2015,2,7,10,15,2,33,We11409,19,We08421a,88,We11409 x We08421a,,21,160,65,2,3,,,,,63,
1717,WMARS,2015,2,7,10,14,,,,,,37,Wu04819,,10,100,45,2,4,,,,,66,
1718,WMARS,2015,2,7,10,13,2,33,We11409,5,We03418b,86,We11409 x We03418b,,17,155,65,4,3,,,,,60,
1719,WMARS,2015,2,7,10,12,,,,,,16,We08411,,13,95,25,3,3,,,,,62,
1720,WMARS,2015,2,7,10,11,,,,,,143,Temptation,Check,21,160,70,3,4,,,,,56,
1721,WMARS,2015,2,7,11,11,,,,,,142,Who Gets Kissed?,Check,13,160,55,3,4,,,,,60,
1722,WMARS,2015,2,7,11,12,1,7,We05401,22,We09415,53,We05401 x We09415,,19,140,50,3,3,,,,,60,
1723,WMARS,2015,2,7,11,13,1,36,Wu04806,40,Wu10803R,64,Wu04806 x Wu10803R,,20,160,65,1,3,,,,,60,
1724,WMARS,2015,2,7,11,14,4,39,Wu10802R,13,We07403b,123,Wu10802R x We07403b,,19,135,45,1,3,,,,,60,
1725,WMARS,2015,2,7,11,15,,,,,,14,We08407,,11,110,30,3,3,,,,,58,
1726,WMARS,2015,2,7,11,16,3,18,We08417,35,We12401,100,We08417 x We12401,,19,150,65,2,3,,,,,62,
1727,WMARS,2015,2,7,11,17,4,28,We11401,21,We09404,134,We11401 x We09404,,21,165,70,4,3,,,,,60,
1728,WMARS,2015,2,7,11,18,,,,,,23,We09418,,18,90,20,4,4,,,,,62,
1729,WMARS,2015,2,7,11,19,4,2,We02402,21,We09404,119,We02402 x We09404,,23,160,70,1,2,,,,,62,
1730,WMARS,2015,2,7,11,20,3,20,We09403,35,We12401,105,We09403 x We12401,,22,130,40,3,3,,,,,56,
1731,WMARS,2015,2,7,12,20,,,,,,26,We1095407-2,,8,125,35,2,3,,,,,60,
1732,WMARS,2015,2,7,12,19,3,20,We09403,25,We09426,102,We09403 x We09426,,22,145,60,2,3,,,,,60,
1733,WMARS,2015,2,7,12,18,,,,,,6,We04401,,17,110,35,3,4,,,,,60,
1734,WMARS,2015,2,7,12,17,4,26,We1095407-2,11,We06410,127,We1095407-2 x We06410,,12,170,60,3,3,,,,,60,
1735,WMARS,2015,2,7,12,16,4,39,Wu10802R,24,We09423a,125,Wu10802R x We09423a,,22,160,60,1,2,,,,,60,
1736,WMARS,2015,2,7,12,15,,,,,,141,Ambrosia,Check,11,160,65,3,3,,,,,62,
1737,WMARS,2015,2,7,12,14,4,28,We11401,13,We07403b,133,We11401 x We07403b,,23,170,70,1,3,,,,,61,
1738,WMARS,2015,2,7,12,13,,,,,,28,We11401,,23,145,75,1,3,,,,,67,
1801,WMARS,2015,2,8,13,11,3,23,We09418,27,We1095407-4,108,We09418 x We1095407-4,,18,150,65,4,1,,,,,60,
1802,WMARS,2015,2,8,13,12,3,16,We08411,27,We1095407-4,93,We08411 x We1095407-4,,19,165,75,3,2,,,,,61,
1803,WMARS,2015,2,8,13,13,4,2,We02402,11,We06410,117,We02402 x We06410,,23,170,70,2,3,,,,,60,
1804,WMARS,2015,2,8,13,14,1,36,Wu04806,22,We09415,63,Wu04806 x We09415,,18,165,65,1,3,,,,,60,
1805,WMARS,2015,2,8,13,15,2,15,We08408,29,We11403,84,We08408 x We11403,,21,160,70,1,3,,,,,59,
1806,WMARS,2015,2,8,13,16,2,9,We05410,14,We08407,72,We05410 x We08407,,24,150,50,3,3,,,,,55,
1807,WMARS,2015,2,8,13,17,4,26,We1095407-2,8,We05407,126,We1095407-2 x We05407,,15,150,45,3,3,,,,,56,
1808,WMARS,2015,2,8,13,18,3,18,We08417,10,We06409b,96,We08417 x We06409b,,24,150,75,1,3,,,,,60,
1809,WMARS,2015,2,8,13,19,,,,,,143,Temptation,,22,145,65,3,4,,,,,56,
1810,WMARS,2015,2,8,13,20,1,3,We02406,17,We08413,42,We02406 x We08413,,11,155,55,2,3,,,,,62,
1811,WMARS,2015,2,8,14,20,3,16,We08411,25,We09426,92,We08411 x We09426,,19,150,55,4,2,,,,,60,
1812,WMARS,2015,2,8,14,19,3,16,We08411,10,We06409b,91,We08411 x We06409b,,16,150,60,3,3,,,,,60,
1813,WMARS,2015,2,8,14,18,4,39,Wu10802R,8,We05407,121,Wu10802R x We05407,,22,140,65,2,3,,,,,55,
1814,WMARS,2015,2,8,14,17,1,4,We03418a,22,We09415,48,We03418a x We09415,,24,160,75,4,3,,,,,61,
1815,WMARS,2015,2,8,14,16,4,39,Wu10802R,21,We09404,124,Wu10802R x We09404,,22,160,75,2,3,,,,,64,
1816,WMARS,2015,2,8,14,15,,,,,,5,We03418b,,14,115,40,3,3,,,,,65,
1817,WMARS,2015,2,8,14,14,2,12,We07403a,14,We08407,77,We07403a x We08407,,18,150,55,2,4,,,,,56,
1818,WMARS,2015,2,8,14,13,,,,,,24,We09423a,,7,115,35,3,3,,,,,58,
1819,WMARS,2015,2,8,14,12,3,23,We09418,35,We12401,110,We09418 x We12401,,14,135,50,4,3,,,,,58,
1820,WMARS,2015,2,8,14,11,3,18,We08417,25,We09426,97,We08417 x We09426,,15,155,55,1,3,,,,,61,
1821,WMARS,2015,2,8,15,11,,,,,,141,Ambrosia,Check,12,160,55,3,3,,,,,62,
1822,WMARS,2015,2,8,15,12,,,,,,9,We05410,,16,140,40,4,4,,,,,55,
1823,WMARS,2015,2,8,15,13,1,3,We02406,22,We09415,43,We02406 x We09415,,16,170,80,3,3,,,,,63,
1824,WMARS,2015,2,8,15,14,,,,,,142,Who Gets Kissed?,Check,9,170,70,4,4,,,,,64,
1825,WMARS,2015,2,8,15,15,,,,,,36,Wu04806,,0,,,,,,,,,,
1826,WMARS,2015,2,8,15,16,1,38,Wu07812,17,We08413,57,Wu07812 x We08413,,22,140,55,1,2,,,,,60,
1827,WMARS,2015,2,8,15,17,2,1,We01403,34,We11416,70,We01403 x We11416,,23,180,85,1,3,,,,,61,
1828,WMARS,2015,2,8,15,18,4,39,Wu10802R,11,We06410,122,Wu10802R x We06410,,22,180,80,2,2,,,,,60,
1829,WMARS,2015,2,8,15,19,,,,,,20,We09403,,19,105,35,4,3,,,,,61,
1830,WMARS,2015,2,8,15,20,3,20,We09403,27,We1095407-4,103,We09403 x We1095407-4,,22,185,85,2,3,,,,,60,
1831,WMARS,2015,2,8,16,20,,,,,,8,We05407,,11,70,15,3,3,,,,,57,
1832,WMARS,2015,2,8,16,19,,,,,,4,We03418a,,7,85,40,5,3,,,,,64,
1833,WMARS,2015,2,8,16,18,,,,,,18,We08417,,23,130,50,1,3,,,,,64,
1834,WMARS,2015,2,8,16,17,,,,,,39,Wu10802R,,19,125,35,2,3,,,,,64,
1835,WMARS,2015,2,8,16,16,4,31,We11407,24,We09423a,140,We11407 x We09423a,,12,145,55,3,3,,,,,60,
1836,WMARS,2015,2,8,16,15,1,38,Wu07812,40,Wu10803R,59,Wu07812 x Wu10803R,,18,160,70,1,3,,,,,60,
1837,WMARS,2015,2,8,16,14,,,,,,143,Temptation,Check,13,150,60,3,3,,,,,59,
1838,WMARS,2015,2,8,16,13,2,1,We01403,5,We03418b,66,We01403 x We03418b,,21,180,75,3,3,,,,,60,
2101,ARL,2015,1,1,1,1,,,,,,37,Wu04819,,18,130,50,,,5,3,12,17,59,
2102,ARL,2015,1,1,1,2,2,33,We11409,29,We11403,89,We11409 x We11403,,23,180,80,,,3,1,16,17,57,
2103,ARL,2015,1,1,1,3,3,18,We08417,30,We11406,99,We08417 x We11406,,24,160,20,,,4,3,16,18,55,
2104,ARL,2015,1,1,1,4,3,23,We09418,27,We1095407-4,108,We09418 x We1095407-4,,24,165,75,,,4,5,14,20,54,
2105,ARL,2015,1,1,1,5,,,,,,143,Temptation,Check,24,160,65,,,3,5,16,19,51,
2106,ARL,2015,1,1,1,6,,,,,,40,Wu10803R,,15,145,60,,,5,4,10,14,58,
2107,ARL,2015,1,1,1,7,3,20,We09403,30,We11406,104,We09403 x We11406,,24,150,45,,,3,4,15,15,53,
2108,ARL,2015,1,1,1,8,1,36,Wu04806,22,We09415,63,Wu04806 x We09415,,23,185,80,,,4,4,16,21,53,
2109,ARL,2015,1,1,1,9,4,26,We1095407-2,24,We09423a,130,We1095407-2 x We09423a,,23,160,60,,,4,5,13,20,53,
2110,ARL,2015,1,1,1,10,1,4,We03418a,32,We11408,50,We03418a x We11408,,21,160,70,,,3,1,14,22,54,
2111,ARL,2015,1,1,2,10,3,16,We08411,10,We06409b,91,We08411 x We06409b,,12,160,55,,,3,3,15,17,53,
2112,ARL,2015,1,1,2,9,,,,,,10,We06409b,,9,105,35,,,3,2,14,16,57,
2113,ARL,2015,1,1,2,8,,,,,,141,Ambrosia,Check,18,175,60,,,3,2,15,20,55,
2114,ARL,2015,1,1,2,7,,,,,,6,We04401,,21,145,50,,,3,3,14,17,55,
2115,ARL,2015,1,1,2,6,3,20,We09403,27,We1095407-4,103,We09403 x We1095407-4,,24,180,60,,,3,,,,52,
2116,ARL,2015,1,1,2,5,2,15,We08408,14,We08407,82,We08408 x We08407,,24,140,45,,,4,4,15,19,50,
2117,ARL,2015,1,1,2,4,2,33,We11409,5,We03418b,86,We11409 x We03418b,,20,165,60,,,3,5,16,20,55,
2118,ARL,2015,1,1,2,3,,,,,,36,Wu04806,,8,105,30,,,4,2,12,17,57,
2119,ARL,2015,1,1,2,2,1,7,We05401,22,We09415,53,We05401 x We09415,,18,150,55,,,4,4,14,21,52,
2120,ARL,2015,1,1,2,1,1,3,We02406,32,We11408,45,We02406 x We11408,,16,160,60,,,3,2,15,23,57,
2121,ARL,2015,1,1,3,1,3,23,We09418,30,We11406,109,We09418 x We11406,,25,140,50,,,3,3,14,18,54,
2122,ARL,2015,1,1,3,2,4,31,We11407,11,We06410,137,We11407 x We06410,,23,160,60,,,4,4,16,21,52,
2123,ARL,2015,1,1,3,3,4,39,Wu10802R,21,We09404,124,Wu10802R x We09404,,25,160,65,,,,4,15,19,56,
2124,ARL,2015,1,1,3,4,3,18,We08417,10,We06409b,96,We08417 x We06409b,,24,170,80,,,4,3,14,15,57,
2125,ARL,2015,1,1,3,5,,,,,,142,Who Gets Kissed?,Check,14,165,70,,,5,3,14,19,57,
2126,ARL,2015,1,1,3,6,,,,,,8,We05407,,21,105,30,,,3,3,13,14,50,
2127,ARL,2015,1,1,3,7,,,,,,34,We11416,,16,130,70,,,5,3,,18,61,
2128,ARL,2015,1,1,3,8,,,,,,24,We09423a,,16,130,40,,,,4,13,15,51,
2129,ARL,2015,1,1,3,9,4,28,We11401,13,We07403b,133,We11401 x We07403b,,23,175,80,,,2,3,16,21,54,
2130,ARL,2015,1,1,3,10,,,,,,143,Temptation,,25,160,70,,,3,5,15,20,51,
2131,ARL,2015,1,1,4,10,4,26,We1095407-2,8,We05407,126,We1095407-2 x We05407,,19,155,55,,,3,5,14,19,51,
2132,ARL,2015,1,1,4,9,,,,,,15,We08408,,24,125,50,,,3,2,13,16,54,
2133,ARL,2015,1,1,4,8,2,12,We07403a,5,We03418b,76,We07403a x We03418b,,22,160,70,,,2,4,15,21,53,
2134,ARL,2015,1,1,4,7,4,39,Wu10802R,11,We06410,122,Wu10802R x We06410,,24,175,80,,,4,4,15,16,55,
2135,ARL,2015,1,1,4,6,4,31,We11407,8,We05407,136,We11407 x We05407,,22,150,50,,,3,3,14,19,51,
2136,ARL,2015,1,1,4,5,1,3,We02406,17,We08413,42,We02406 x We08413,,21,160,80,,,3,3,15,19,57,
2137,ARL,2015,1,1,4,4,,,,,,3,We02406,,18,130,50,,,2,4,13,16,60,
2138,ARL,2015,1,1,4,3,4,39,Wu10802R,8,We05407,121,Wu10802R x We05407,,23,155,40,,,2,5,14,17,51,
2201,ARL,2015,1,2,5,1,2,33,We11409,19,We08421a,88,We11409 x We08421a,,21,175,75,,,5,1,15,19,58,
2202,ARL,2015,1,2,5,2,,,,,,2,We02402,,24,125,80,,,5,,,16,63,
2203,ARL,2015,1,2,5,3,,,,,,23,We09418,,22,80,30,,,4,1,12,16,55,
2204,ARL,2015,1,2,5,4,,,,,,143,Temptation,Check,24,150,55,,,3,5,15,21,51,
2205,ARL,2015,1,2,5,5,3,18,We08417,35,We12401,100,We08417 x We12401,,21,155,50,,,5,2,15,17,55,
2206,ARL,2015,1,2,5,6,,,,,,16,We08411,,21,115,30,,,5,3,12,13,55,
2207,ARL,2015,1,2,5,7,2,1,We01403,19,We08421a,68,We01403 x We08421a,,24,180,80,,,5,2,18,18,57,
2208,ARL,2015,1,2,5,8,4,2,We02402,13,We07403b,118,We02402 x We07403b,,23,165,60,,,2,4,13,21,55,
2209,ARL,2015,1,2,5,9,,,,,,13,We07403b,,15,150,40,,,2,1,14,17,55,
2210,ARL,2015,1,2,5,10,,,,,,4,We03418a,,18,100,50,,,4,3,11,12,58,
2211,ARL,2015,1,2,6,10,1,4,We03418a,40,Wu10803R,49,We03418a x Wu10803R,,25,185,80,,,3,5,14,18,55,
2212,ARL,2015,1,2,6,9,4,28,We11401,24,We09423a,135,We11401 x We09423a,,15,170,70,,,4,3,16,19,55,
2213,ARL,2015,1,2,6,8,,,,,,141,Ambrosia,Check,21,155,75,,,4,1,16,20,55,
2214,ARL,2015,1,2,6,7,3,18,We08417,27,We1095407-4,98,We08417 x We1095407-4,,24,185,90,,,4,4,14,20,56,
2215,ARL,2015,1,2,6,6,,,,,,7,We05401,,9,105,35,,,5,1,10,8,56,
2216,ARL,2015,1,2,6,5,2,33,We11409,34,We11416,90,We11409 x We11416,,22,175,70,,,4,4,14,19,58,
2217,ARL,2015,1,2,6,4,1,36,Wu04806,32,We11408,65,Wu04806 x We11408,,22,165,70,,,2,1,16,21,52,
2218,ARL,2015,1,2,6,3,2,15,We08408,19,We08421a,83,We08408 x We08421a,,25,155,60,,,3,3,14,17,54,
2219,ARL,2015,1,2,6,2,4,31,We11407,24,We09423a,140,We11407 x We09423a,,17,155,55,,,4,1,15,23,53,
2220,ARL,2015,1,2,6,1,1,4,We03418a,6,We04401,46,We03418a x We04401,,19,165,60,,,3,4,16,21,55,
2221,ARL,2015,1,2,7,1,2,12,We07403a,29,We11403,79,We07403a x We11403,,23,180,75,,,2,4,16,19,56,
2222,ARL,2015,1,2,7,2,,,,,,9,We05410,,14,155,35,,,4,1,14,18,53,
2223,ARL,2015,1,2,7,3,,,,,,30,We11406,,16,130,30,,,4,3,14,14,58,
2224,ARL,2015,1,2,7,4,,,,,,39,Wu10802R,,20,125,55,,,5,2,11,13,61,
2225,ARL,2015,1,2,7,5,2,9,We05410,29,We11403,74,We05410 x We11403,,24,190,75,,,4,4,15,19,55,
2226,ARL,2015,1,2,7,6,,,,,,142,Who Gets Kissed?,Check,15,170,60,,,4,3,14,20,57,
2227,ARL,2015,1,2,7,7,3,16,We08411,25,We09426,92,We08411 x We09426,,22,155,70,,,2,4,16,21,55,
2228,ARL,2015,1,2,7,8,,,,,,12,We07403a,,24,140,45,,,4,3,14,17,55,
2229,ARL,2015,1,2,7,9,1,3,We02406,22,We09415,43,We02406 x We09415,,22,170,75,,,4,1,16,23,58,
2230,ARL,2015,1,2,7,10,1,4,We03418a,17,We08413,47,We03418a x We08413,,22,175,70,,,3,4,15,19,55,
2231,ARL,2015,1,2,8,10,,,,,,38,Wu07812,,16,140,50,,,5,4,13,14,56,
2232,ARL,2015,1,2,8,9,,,,,,22,We09415,,14,145,80,,,5,1,13,19,57,
2233,ARL,2015,1,2,8,8,4,2,We02402,24,We09423a,120,We02402 x We09423a,,20,175,70,,,3,4,13,22,54,
2234,ARL,2015,1,2,8,7,,,,,,18,We08417,,21,125,35,,,5,3,11,14,58,
2235,ARL,2015,1,2,8,6,4,39,Wu10802R,24,We09423a,125,Wu10802R x We09423a,,29,170,60,,,5,3,14,19,53,
2236,ARL,2015,1,2,8,5,,,,,,32,We11408,,25,145,40,,,2,1,13,21,56,
2237,ARL,2015,1,2,8,4,3,23,We09418,10,We06409b,106,We09418 x We06409b,,21,155,60,,,3,4,14,21,53,
2238,ARL,2015,1,2,8,3,4,31,We11407,21,We09404,139,We11407 x We09404,,20,145,50,,,3,2,15,19,54,
2301,ARL,2015,1,3,1,11,3,37,Wu04819,27,We1095407-4,113,Wu04819 x We1095407-4,,25,170,90,,,3,4,15,20,55,
2302,ARL,2015,1,3,1,12,1,3,We02406,40,Wu10803R,44,We02406 x Wu10803R,,22,170,70,,,3,5,14,18,56,
2303,ARL,2015,1,3,1,13,4,39,Wu10802R,13,We07403b,123,Wu10802R x We07403b,,24,160,60,,,4,5,15,18,51,
2304,ARL,2015,1,3,1,14,,,,,,1,We01403,,10,115,40,,,5,3,12,13,62,
2305,ARL,2015,1,3,1,15,4,26,We1095407-2,13,We07403b,128,We1095407-2 x We07403b,,22,160,50,,,2,5,15,22,53,
2306,ARL,2015,1,3,1,16,4,2,We02402,21,We09404,119,We02402 x We09404,,24,170,70,,,3,3,13,19,61,
2307,ARL,2015,1,3,1,17,4,26,We1095407-2,11,We06410,127,We1095407-2 x We06410,,20,180,70,,,4,3,15,19,54,
2308,ARL,2015,1,3,1,18,,,,,,29,We11403,,14,135,85,,,4,1,12,13,63,
2309,ARL,2015,1,3,1,19,1,7,We05401,32,We11408,55,We05401 x We11408,,23,150,45,,,4,3,15,20,52,
2310,ARL,2015,1,3,1,20,1,4,We03418a,22,We09415,48,We03418a x We09415,,21,165,55,,,4,4,15,19,55,
2311,ARL,2015,1,3,2,20,,,,,,20,We09403,,24,110,40,,,5,2,14,15,55,
2312,ARL,2015,1,3,2,19,3,16,We08411,27,We1095407-4,93,We08411 x We1095407-4,,23,185,80,,,3,5,16,21,54,
2313,ARL,2015,1,3,2,18,3,37,Wu04819,35,We12401,115,Wu04819 x We12401,,22,160,70,,,3,3,16,20,54,
2314,ARL,2015,1,3,2,17,3,20,We09403,35,We12401,105,We09403 x We12401,,22,150,50,,,3,3,14,19,51,
2315,ARL,2015,1,3,2,16,,,,,,11,We06410,,17,140,50,,,4,1,16,15,54,
2316,ARL,2015,1,3,2,15,4,2,We02402,8,We05407,116,We02402 x We05407,,22,150,70,,,2,5,13,19,53,
2317,ARL,2015,1,3,2,14,,,,,,142,Who Gets Kissed?,Check,14,160,70,,,3,1,14,21,58,
2318,ARL,2015,1,3,2,13,3,20,We09403,25,We09426,102,We09403 x We09426,,24,155,70,,,3,4,14,19,52,
2319,ARL,2015,1,3,2,12,4,28,We11401,21,We09404,134,We11401 x We09404,,24,180,70,,,2,3,16,20,57,
2320,ARL,2015,1,3,2,11,2,15,We08408,34,We11416,85,We08408 x We11416,,22,160,70,,,4,4,14,19,51,
2321,ARL,2015,1,3,3,11,2,1,We01403,29,We11403,69,We01403 x We11403,,21,185,90,,,5,3,15,18,58,
2322,ARL,2015,1,3,3,12,,,,,,35,We12401,,8,110,40,,,3,1,13,18,57,
2323,ARL,2015,1,3,3,13,3,16,We08411,35,We12401,95,We08411 x We12401,,24,160,55,,,3,4,16,20,52,
2324,ARL,2015,1,3,3,14,1,36,Wu04806,17,We08413,62,Wu04806 x We08413,,22,150,50,,,3,3,16,20,51,
2325,ARL,2015,1,3,3,15,,,,,,26,We1095407-2,,10,120,40,,,3,3,13,17,58,
2326,ARL,2015,1,3,3,16,1,7,We05401,17,We08413,52,We05401 x We08413,,22,140,50,,,4,4,13,18,51,
2327,ARL,2015,1,3,3,17,3,37,Wu04819,25,We09426,112,Wu04819 x We09426,,20,180,80,,,2,4,15,22,54,
2328,ARL,2015,1,3,3,18,,,,,,17,We08413,,22,110,40,,,5,2,14,15,55,
2329,ARL,2015,1,3,3,19,,,,,,141,Ambrosia,Check,22,160,70,,,3,3,16,20,55,
2330,ARL,2015,1,3,3,20,,,,,,14,We08407,,23,120,30,,,5,4,13,15,52,
2331,ARL,2015,1,3,4,20,4,28,We11401,11,We06410,132,We11401 x We06410,,24,175,55,,,3,4,17,18,54,
2332,ARL,2015,1,3,4,19,1,38,Wu07812,40,Wu10803R,59,Wu07812 x Wu10803R,,24,160,75,,,4,5,13,18,54,
2333,ARL,2015,1,3,4,18,3,23,We09418,35,We12401,110,We09418 x We12401,,20,135,50,,,2,4,15,21,53,
2334,ARL,2015,1,3,4,17,,,,,,143,Temptation,Check,24,175,65,,,2,4,14,18,51,
2335,ARL,2015,1,3,4,16,2,33,We11409,14,We08407,87,We11409 x We08407,,24,170,70,,,5,4,14,18,53,
2336,ARL,2015,1,3,4,15,1,7,We05401,6,We04401,51,We05401 x We04401,,23,135,50,,,1,1,13,21,51,
2337,ARL,2015,1,3,4,14,2,1,We01403,34,We11416,70,We01403 x We11416,,24,170,70,,,5,4,15,21,56,
2338,ARL,2015,1,3,4,13,4,31,We11407,13,We07403b,138,We11407 x We07403b,,22,155,60,,,1,1,16,22,51,
2401,ARL,2015,1,4,5,11,2,1,We01403,5,We03418b,66,We01403 x We03418b,,22,175,70,,,4,5,15,21,54,
2402,ARL,2015,1,4,5,12,3,16,We08411,30,We11406,94,We08411 x We11406,,23,160,60,,,3,4,15,18,55,
2403,ARL,2015,1,4,5,13,1,3,We02406,6,We04401,41,We02406 x We04401,,15,160,80,,,2,4,14,19,56,
2404,ARL,2015,1,4,5,14,,,,,,31,We11407,,12,110,40,,,3,1,13,18,56,
2405,ARL,2015,1,4,5,15,1,38,Wu07812,22,We09415,58,Wu07812 x We09415,,24,175,80,,,5,4,15,19,53,
2406,ARL,2015,1,4,5,16,2,12,We07403a,14,We08407,77,We07403a x We08407,,24,160,70,,,4,5,14,18,50,
2407,ARL,2015,1,4,5,17,,,,,,142,Who Gets Kissed?,Check,22,160,70,,,3,1,14,21,57,
2408,ARL,2015,1,4,5,18,2,12,We07403a,34,We11416,80,We07403a x We11416,,24,170,70,,,3,4,15,19,54,
2409,ARL,2015,1,4,5,19,2,12,We07403a,19,We08421a,78,We07403a x We08421a,,25,150,60,,,3,3,17,18,52,
2410,ARL,2015,1,4,5,20,4,2,We02402,11,We06410,117,We02402 x We06410,,24,180,70,,,3,3,15,20,55,
2411,ARL,2015,1,4,6,20,2,9,We05410,19,We08421a,73,We05410 x We08421a,,24,155,60,,,2,3,16,18,50,
2412,ARL,2015,1,4,6,19,,,,,,33,We11409,,21,150,60,,,,1,11,16,60,
2413,ARL,2015,1,4,6,18,,,,,,27,We1095407-4,,23,165,95,,,3,2,12,16,58,
2414,ARL,2015,1,4,6,17,1,36,Wu04806,6,We04401,61,Wu04806 x We04401,,23,160,70,,,3,3,16,21,54,
2415,ARL,2015,1,4,6,16,2,9,We05410,14,We08407,72,We05410 x We08407,,24,160,50,,,5,4,13,16,51,
2416,ARL,2015,1,4,6,15,2,15,We08408,5,We03418b,81,We08408 x We03418b,,24,170,70,,,2,4,15,20,53,
2417,ARL,2015,1,4,6,14,3,37,Wu04819,10,We06409b,111,Wu04819 x We06409b,,21,170,70,,,2,4,14,17,55,
2418,ARL,2015,1,4,6,13,,,,,,141,Ambrosia,Check,19,165,70,,,3,3,15,20,54,
2419,ARL,2015,1,4,6,12,4,26,We1095407-2,21,We09404,129,We1095407-2 x We09404,,22,145,50,,,3,3,14,20,53,
2420,ARL,2015,1,4,6,11,,,,,,19,We08421a,,22,110,50,,,3,1,14,15,59,
2421,ARL,2015,1,4,7,11,,,,,,143,Temptation,Check,25,170,70,,,3,5,14,19,51,
2422,ARL,2015,1,4,7,12,1,38,Wu07812,32,We11408,60,Wu07812 x We11408,,24,165,70,,,,2,14,20,53,
2423,ARL,2015,1,4,7,13,3,23,We09418,25,We09426,107,We09418 x We09426,,22,155,60,,,,5,13,21,52,
2424,ARL,2015,1,4,7,14,2,9,We05410,34,We11416,75,We05410 x We11416,,24,180,80,,,4,3,16,20,52,
2425,ARL,2015,1,4,7,15,2,1,We01403,14,We08407,67,We01403 x We08407,,24,180,85,,,5,4,14,19,54,
2426,ARL,2015,1,4,7,16,2,9,We05410,5,We03418b,71,We05410 x We03418b,,23,180,50,,,3,5,16,17,53,
2427,ARL,2015,1,4,7,17,1,38,Wu07812,6,We04401,56,Wu07812 x We04401,,23,165,70,,,,3,16,20,54,
2428,ARL,2015,1,4,7,18,1,7,We05401,40,Wu10803R,54,We05401 x Wu10803R,,20,165,60,,,4,5,14,16,53,
2429,ARL,2015,1,4,7,19,3,18,We08417,25,We09426,97,We08417 x We09426,,25,170,70,,,,3,14,19,55,
2430,ARL,2015,1,4,7,20,1,36,Wu04806,40,Wu10803R,64,Wu04806 x Wu10803R,,22,170,70,,,3,5,14,20,54,
2431,ARL,2015,1,4,8,20,1,38,Wu07812,17,We08413,57,Wu07812 x We08413,,25,145,40,,,5,3,14,17,53,
2432,ARL,2015,1,4,8,19,4,28,We11401,8,We05407,131,We11401 x We05407,,24,165,80,,,3,4,15,17,51,
2433,ARL,2015,1,4,8,18,3,20,We09403,10,We06409b,101,We09403 x We06409b,,23,165,55,,,3,4,13,19,53,
2434,ARL,2015,1,4,8,17,3,37,Wu04819,30,We11406,114,Wu04819 x We11406,,18,155,65,,,2,5,17,20,55,
2435,ARL,2015,1,4,8,16,,,,,,25,We09426,,19,120,40,,,1,3,13,17,56,
2436,ARL,2015,1,4,8,15,,,,,,28,We11401,,22,160,80,,,3,2,13,14,61,
2437,ARL,2015,1,4,8,14,,,,,,5,We03418b,,22,110,40,,,,4,13,16,57,
2438,ARL,2015,1,4,8,13,2,15,We08408,29,We11403,84,We08408 x We11403,,25,165,70,,,3,4,14,17,53,
2501,ARL,2015,2,5,1,21,4,26,We1095407-2,24,We09423a,130,We1095407-2 x We09423a,,19,155,60,,,5,4,13,19,51,
2502,ARL,2015,2,5,1,22,3,37,Wu04819,10,We06409b,111,Wu04819 x We06409b,,21,160,70,,,3,3,15,19,56,
2503,ARL,2015,2,5,1,23,3,16,We08411,30,We11406,94,We08411 x We11406,,22,155,50,,,3,5,15,15,53,
2504,ARL,2015,2,5,1,24,,,,,,141,Ambrosia,Check,20,160,70,,,3,3,15,20,54,
2505,ARL,2015,2,5,1,25,1,4,We03418a,32,We11408,50,We03418a x We11408,,14,160,60,,,3,1,14,21,57,
2506,ARL,2015,2,5,1,26,4,31,We11407,8,We05407,136,We11407 x We05407,,17,120,35,,,2,3,15,20,50,
2507,ARL,2015,2,5,1,27,,,,,,31,We11407,,8,120,20,,,4,1,13,19,58,
2508,ARL,2015,2,5,1,28,1,7,We05401,22,We09415,53,We05401 x We09415,,19,155,65,,,3,5,13,20,54,
